"URI","rdf-schema#label","alias","birthDate","birthPlace_label","birthPlace","birthYear","country_label","country","deathDate","deathPlace_label","deathPlace","deathYear","era_label","era","imdbId","influenced_label","influenced","influencedBy_label","influencedBy","lccnId","mainInterest_label","mainInterest","nationality_label","nationality","notableIdea_label","notableIdea","philosophicalSchool_label","philosophicalSchool","region_label","region","religion_label","religion","soundRecording_label","soundRecording","spouse_label","spouse","viafId","description","point","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","rdf-schema#seeAlso_label","rdf-schema#seeAlso","owl#differentFrom_label","owl#differentFrom","wgs84_pos#lat","wgs84_pos#long"
"http://dbpedia.org/resource/Jaroslav_Peregrin","Jaroslav Peregrin","NULL","NULL","NULL","NULL","1957","NULL","NULL","NULL","NULL","NULL","NULL","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","{Epistemology|Language|Mathematics|Mind|Logic}","{http://dbpedia.org/resource/Epistemology|http://dbpedia.org/resource/Language|http://dbpedia.org/resource/Mathematics|http://dbpedia.org/resource/Mind|http://dbpedia.org/resource/Logic}","NULL","NULL","NULL","NULL","Analytic philosophy","http://dbpedia.org/resource/Analytic_philosophy","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Czech philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jason_Brennan","Jason Brennan","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","David Schmidtz","http://dbpedia.org/resource/David_Schmidtz","NULL","Political philosophy","http://dbpedia.org/resource/Political_philosophy","NULL","NULL","NULL","NULL","Analytic philosophy","http://dbpedia.org/resource/Analytic_philosophy","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jason_Silva","Jason Silva","NULL","1982-02-06","{Venezuela|Caracas}","{http://dbpedia.org/resource/Venezuela|http://dbpedia.org/resource/Caracas}","1982","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Buckminster Fuller|Ray Kurzweil|Timothy Leary|Terence McKenna}","{http://dbpedia.org/resource/Buckminster_Fuller|http://dbpedia.org/resource/Ray_Kurzweil|http://dbpedia.org/resource/Timothy_Leary|http://dbpedia.org/resource/Terence_McKenna}","NULL","{Philosophy|Film|Futures studies}","{http://dbpedia.org/resource/Philosophy|http://dbpedia.org/resource/Film|http://dbpedia.org/resource/Futures_studies}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Venezuelan television personality","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Javed_Ahmad_Ghamidi","Javed Ahmad Ghamidi","NULL","1952-04-07","NULL","NULL","1952","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Amin Ahsan Islahi|Abul A'la Maududi|Hamiduddin Farahi}","{http://dbpedia.org/resource/Amin_Ahsan_Islahi|http://dbpedia.org/resource/Abul_A'la_Maududi|http://dbpedia.org/resource/Hamiduddin_Farahi}","NULL","{Sharia|Quran}","{http://dbpedia.org/resource/Sharia|http://dbpedia.org/resource/Quran}","NULL","NULL","Fiqh","http://dbpedia.org/resource/Fiqh","Hamiduddin Farahi","http://dbpedia.org/resource/Hamiduddin_Farahi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","Hudood Ordinances","http://dbpedia.org/resource/Hudood_Ordinances","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Javier_Gomá","Javier Gomá","NULL","NULL","NULL","NULL","1965","NULL","NULL","NULL","NULL","NULL","NULL","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Spanish philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jawdat_Said","Jawdat Said","NULL","1931-02-09","NULL","NULL","1931","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Malek Bennabi|Muhammad Iqbal}","{http://dbpedia.org/resource/Malek_Bennabi|http://dbpedia.org/resource/Muhammad_Iqbal}","NULL","{Science|Nonviolence|Knowledge|Islam|History}","{http://dbpedia.org/resource/Science|http://dbpedia.org/resource/Nonviolence|http://dbpedia.org/resource/Knowledge|http://dbpedia.org/resource/Islam|http://dbpedia.org/resource/History}","NULL","NULL","{Language|Quran|Nonviolence|Islam|History}","{http://dbpedia.org/resource/Language|http://dbpedia.org/resource/Quran|http://dbpedia.org/resource/Nonviolence|http://dbpedia.org/resource/Islam|http://dbpedia.org/resource/History}","NULL","NULL","Middle East","http://dbpedia.org/resource/Middle_East","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Syrian scholar","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jay_Newman","Jay Newman","NULL","1948-02-28","{Brooklyn|New York}","{http://dbpedia.org/resource/Brooklyn|http://dbpedia.org/resource/New_York}","1948","NULL","NULL","2007-06-17","{Guelph|Ontario}","{http://dbpedia.org/resource/Guelph|http://dbpedia.org/resource/Ontario}","2007","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","{Ethics|Philosophy of religion|Culture}","{http://dbpedia.org/resource/Ethics|http://dbpedia.org/resource/Philosophy_of_religion|http://dbpedia.org/resource/Culture}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jayanta_Bhatta","Jayanta Bhatta","NULL","NULL","NULL","NULL","0009","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Indian logician","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jean-François_Lyotard","Jean-François Lyotard","NULL","1924-08-10","Versailles (city)","http://dbpedia.org/resource/Versailles_(city)","1924","NULL","NULL","1998-04-21","Paris","http://dbpedia.org/resource/Paris","1998","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","Richard Rorty","http://dbpedia.org/resource/Richard_Rorty","{Ludwig Wittgenstein|Émile Durkheim|Michel de Montaigne}","{http://dbpedia.org/resource/Ludwig_Wittgenstein|http://dbpedia.org/resource/Émile_Durkheim|http://dbpedia.org/resource/Michel_de_Montaigne}","NULL","{Judaism|Sublime (philosophy)|Sociology}","{http://dbpedia.org/resource/Judaism|http://dbpedia.org/resource/Sublime_(philosophy)|http://dbpedia.org/resource/Sociology}","NULL","NULL","{Libidinal Economy|Postmodernity|Metanarrative}","{http://dbpedia.org/resource/Libidinal_Economy|http://dbpedia.org/resource/Postmodernity|http://dbpedia.org/resource/Metanarrative}","Postmodern philosophy","http://dbpedia.org/resource/Postmodern_philosophy","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","{Leotard|Liotard|Léotard}","{http://dbpedia.org/resource/Leotard|http://dbpedia.org/resource/Liotard|http://dbpedia.org/resource/Léotard}","NULL","NULL"
"http://dbpedia.org/resource/Jean-François_Mattéi","Jean-François Mattéi","NULL","1941-03-09","{Algeria|Oran|French Algeria}","{http://dbpedia.org/resource/Algeria|http://dbpedia.org/resource/Oran|http://dbpedia.org/resource/French_Algeria}","1941","NULL","NULL","2014-03-24","NULL","NULL","2014","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","French philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jean-Jacques_Rousseau","Jean-Jacques Rousseau","NULL","1712-06-28","{Geneva|Canton of Geneva}","{http://dbpedia.org/resource/Geneva|http://dbpedia.org/resource/Canton_of_Geneva}","1712","NULL","NULL","1778-07-02","{Ermenonville|Kingdom of France}","{http://dbpedia.org/resource/Ermenonville|http://dbpedia.org/resource/Kingdom_of_France}","1778","{Age of Enlightenment|Modern philosophy}","{http://dbpedia.org/resource/Age_of_Enlightenment|http://dbpedia.org/resource/Modern_philosophy}","NULL","{Adam Smith|B. F. Skinner|David Hume|Edmund Burke|Johann Gottlieb Fichte|Georg Wilhelm Friedrich Hegel|Immanuel Kant|John Dewey|Jean-Paul Sartre|Karl Marx|Mary Wollstonecraft|Thomas Paine|Émile Durkheim|Friedrich Engels|Jacques Derrida|François-Noël Babeuf|Louis Althusser|Allan Bloom|John Rawls|Alexis de Tocqueville|Leo Strauss|Louis Antoine de Saint-Just|Maria Montessori|Leo Tolstoy|Johann Wolfgang von Goethe|Maximilien Robespierre|Pierre-Joseph Proudhon|French Revolution|Romanticism|Counter-Enlightenment}","{http://dbpedia.org/resource/Adam_Smith|http://dbpedia.org/resource/B._F._Skinner|http://dbpedia.org/resource/David_Hume|http://dbpedia.org/resource/Edmund_Burke|http://dbpedia.org/resource/Johann_Gottlieb_Fichte|http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel|http://dbpedia.org/resource/Immanuel_Kant|http://dbpedia.org/resource/John_Dewey|http://dbpedia.org/resource/Jean-Paul_Sartre|http://dbpedia.org/resource/Karl_Marx|http://dbpedia.org/resource/Mary_Wollstonecraft|http://dbpedia.org/resource/Thomas_Paine|http://dbpedia.org/resource/Émile_Durkheim|http://dbpedia.org/resource/Friedrich_Engels|http://dbpedia.org/resource/Jacques_Derrida|http://dbpedia.org/resource/François-Noël_Babeuf|http://dbpedia.org/resource/Louis_Althusser|http://dbpedia.org/resource/Allan_Bloom|http://dbpedia.org/resource/John_Rawls|http://dbpedia.org/resource/Alexis_de_Tocqueville|http://dbpedia.org/resource/Leo_Strauss|http://dbpedia.org/resource/Louis_Antoine_de_Saint-Just|http://dbpedia.org/resource/Maria_Montessori|http://dbpedia.org/resource/Leo_Tolstoy|http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe|http://dbpedia.org/resource/Maximilien_Robespierre|http://dbpedia.org/resource/Pierre-Joseph_Proudhon|http://dbpedia.org/resource/French_Revolution|http://dbpedia.org/resource/Romanticism|http://dbpedia.org/resource/Counter-Enlightenment}","{Aristotle|Baruch Spinoza|Denis Diderot|John Locke|Niccolò Machiavelli|Plato|René Descartes|Thomas Hobbes|Voltaire|Michel de Montaigne|Jean le Rond d'Alembert|Montesquieu|Hugo Grotius|Étienne Bonnot de Condillac|Samuel von Pufendorf}","{http://dbpedia.org/resource/Aristotle|http://dbpedia.org/resource/Baruch_Spinoza|http://dbpedia.org/resource/Denis_Diderot|http://dbpedia.org/resource/John_Locke|http://dbpedia.org/resource/Niccolò_Machiavelli|http://dbpedia.org/resource/Plato|http://dbpedia.org/resource/René_Descartes|http://dbpedia.org/resource/Thomas_Hobbes|http://dbpedia.org/resource/Voltaire|http://dbpedia.org/resource/Michel_de_Montaigne|http://dbpedia.org/resource/Jean_le_Rond_d'Alembert|http://dbpedia.org/resource/Montesquieu|http://dbpedia.org/resource/Hugo_Grotius|http://dbpedia.org/resource/Étienne_Bonnot_de_Condillac|http://dbpedia.org/resource/Samuel_von_Pufendorf}","NULL","Political philosophy","http://dbpedia.org/resource/Political_philosophy","NULL","NULL","{Popular sovereignty|Human nature|Student-centred learning|General will|Amour de soi|Amour-propre|Civil religion|Positive liberty}","{http://dbpedia.org/resource/Popular_sovereignty|http://dbpedia.org/resource/Human_nature|http://dbpedia.org/resource/Student-centred_learning|http://dbpedia.org/resource/General_will|http://dbpedia.org/resource/Amour_de_soi|http://dbpedia.org/resource/Amour-propre|http://dbpedia.org/resource/Civil_religion|http://dbpedia.org/resource/Positive_liberty}","{Romanticism|Social contract}","{http://dbpedia.org/resource/Romanticism|http://dbpedia.org/resource/Social_contract}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jean-Luc_Marion","Jean-Luc Marion","NULL","1946-07-03","{Hauts-de-Seine|Meudon}","{http://dbpedia.org/resource/Hauts-de-Seine|http://dbpedia.org/resource/Meudon}","1946","NULL","NULL","NULL","NULL","NULL","NULL","{20th-century philosophy|Contemporary philosophy}","{http://dbpedia.org/resource/20th-century_philosophy|http://dbpedia.org/resource/Contemporary_philosophy}","NULL","NULL","NULL","{Edmund Husserl|Immanuel Kant|René Descartes|Martin Heidegger|Jacques Derrida|Louis Althusser|Emmanuel Levinas|Hans Urs von Balthasar|Jean Daniélou}","{http://dbpedia.org/resource/Edmund_Husserl|http://dbpedia.org/resource/Immanuel_Kant|http://dbpedia.org/resource/René_Descartes|http://dbpedia.org/resource/Martin_Heidegger|http://dbpedia.org/resource/Jacques_Derrida|http://dbpedia.org/resource/Louis_Althusser|http://dbpedia.org/resource/Emmanuel_Levinas|http://dbpedia.org/resource/Hans_Urs_von_Balthasar|http://dbpedia.org/resource/Jean_Daniélou}","NULL","{René Descartes|Phenomenology (philosophy)}","{http://dbpedia.org/resource/René_Descartes|http://dbpedia.org/resource/Phenomenology_(philosophy)}","NULL","NULL","NULL","NULL","{Phenomenology (philosophy)|Philosophical theology}","{http://dbpedia.org/resource/Phenomenology_(philosophy)|http://dbpedia.org/resource/Philosophical_theology}","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jean-Luc_Nancy","Jean-Luc Nancy","NULL","1940-07-26","{Bordeaux|France}","{http://dbpedia.org/resource/Bordeaux|http://dbpedia.org/resource/France}","1940","NULL","NULL","NULL","NULL","NULL","NULL","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","NULL","NULL","Martin Heidegger","http://dbpedia.org/resource/Martin_Heidegger","NULL","Deconstruction","http://dbpedia.org/resource/Deconstruction","NULL","NULL","NULL","NULL","Continental philosophy","http://dbpedia.org/resource/Continental_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jean-Marie_Guyau","Jean-Marie Guyau","NULL","1854-10-28","{Laval Mayenne|France}","{http://dbpedia.org/resource/Laval,_Mayenne|http://dbpedia.org/resource/France}","1854","NULL","NULL","1888-03-31","{Menton|France}","{http://dbpedia.org/resource/Menton|http://dbpedia.org/resource/France}","1888","19th-century philosophy","http://dbpedia.org/resource/19th-century_philosophy","NULL","NULL","NULL","{Epicurus|Epictetus|Immanuel Kant|Plato|Victor Hugo|Pierre Corneille|Alfred de Musset|Herbert Spencer|Alfred Jules Émile Fouillée}","{http://dbpedia.org/resource/Epicurus|http://dbpedia.org/resource/Epictetus|http://dbpedia.org/resource/Immanuel_Kant|http://dbpedia.org/resource/Plato|http://dbpedia.org/resource/Victor_Hugo|http://dbpedia.org/resource/Pierre_Corneille|http://dbpedia.org/resource/Alfred_de_Musset|http://dbpedia.org/resource/Herbert_Spencer|http://dbpedia.org/resource/Alfred_Jules_Émile_Fouillée}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Jean-Michel_Berthelot","Jean-Michel Berthelot","NULL","NULL","NULL","NULL","1945","NULL","NULL","2006-02-05","NULL","NULL","2006","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","NULL","NULL","Immanuel Kant","http://dbpedia.org/resource/Immanuel_Kant","NULL","{Education|Philosophy|Sociology|Social theory|Historical_epistemology|Philosophy of social science}","{http://dbpedia.org/resource/Education|http://dbpedia.org/resource/Philosophy|http://dbpedia.org/resource/Sociology|http://dbpedia.org/resource/Social_theory|http://dbpedia.org/resource/Historical_epistemology|http://dbpedia.org/resource/Philosophy_of_social_science}","NULL","NULL","NULL","NULL","Continental philosophy","http://dbpedia.org/resource/Continental_philosophy","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sociologistphilosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
